   1.00100005       1.00802386    
   1.00100005       1.00200152    
   1.00200009       1.00300157    
   1.00300014       1.00400102    
   1.00400019       1.00500000    
   1.00500023       1.00599849    
   1.00600028       1.00699651    
   1.00700033       1.00799406    
   1.00800037       1.00899100    
   1.00900042       1.00998759    
   1.01000047       1.01098347    
   1.01200044       1.01297653    
   1.01400042       1.01496756    
   1.01600039       1.01695657    
   1.01800036       1.01894367    
   1.02000034       1.02092862    
   1.02200031       1.02291179    
   1.02400029       1.02489305    
   1.02600026       1.02687228    
   1.02800024       1.02884960    
   1.03000021       1.03082478    
   1.04000020       1.04076791    
   1.05000019       1.05066097    
   1.06000018       1.06050456    
   1.07000017       1.07029974    
   1.08000016       1.08004713    
   1.09000015       1.08974731    
   1.10000014       1.09940100    
   1.11000013       1.10900891    
   1.12000012       1.11857176    
   1.13000011       1.12809002    
   1.23000014       1.23058069    
   1.33000016       1.32700598    
   1.43000019       1.41842103    
   1.53000021       1.50558448    
   1.63000023       1.58906674    
   1.73000026       1.66931129    
   1.83000028       1.74667478    
   1.93000031       1.82144690    
   2.03000021       1.89387107    
   2.13000011       1.96415138    
   3.13000011       2.95850849    
   4.13000011       3.45234227    
   5.13000011       3.86481214    
   6.13000011       4.22971535    
   7.13000011       4.56184864    
   8.13000011       4.86941624    
   9.13000011       5.15757513    
   10.1300001       5.42984152    
   11.1300001       5.68874264    
   12.1300001       5.93618202    
   22.1300011       9.64630890    
   32.1300011       10.8327103    
   42.1300011       12.0834093    
   52.1300011       13.2110109    
   62.1300011       14.2547064    
   72.1300049       15.2290325    
   82.1300049       16.1456814    
   92.1300049       17.0136185    
   102.130005       17.8398113    
   112.130005       18.6297131    
   122.130005       19.3877239    
   132.130005       20.1174164    
   142.130005       20.8217602    
   152.130005       21.5032291    
   162.130005       22.1639118    
   172.130005       22.8056278    
   182.130005       23.4298973    
   192.130005       24.0381126    
   202.130005       24.6313953    
   212.130005       25.2108707    
   222.130005       25.7773857    
   232.130005       26.3318291    
   242.130005       26.8749294    
   252.130005       27.4073601    
   262.130005       27.9297333    
   272.130005       28.4425583    
   282.130005       28.9464092    
   292.130005       29.4416389    
   302.130005       29.9287701    
   312.130005       30.4081593    
   322.130005       30.8801670    
   332.130005       31.3450909    
   342.130005       31.8032837    
   352.130005       32.2550316    
   362.130005       32.7005692    
   372.130005       33.1401711    
   382.130005       33.5740318    
   392.130005       34.0024109    
   402.130005       34.4255028    
   412.130005       34.8434715    
   422.130005       35.2565422    
   432.130005       35.6648598    
   442.130005       36.0685501    
   452.130005       36.4678345    
   462.130005       36.8628044    
   472.130005       37.2536278    
   482.130005       37.6404190    
   492.130005       38.0232925    
   502.130005       38.4023781    
   512.130005       38.7777786    
   612.130005       42.8471680    
   712.130005       46.4378929    
   812.130005       49.7014809    
   912.130005       52.7205505    
   1012.13000       55.5467453    
   1112.13000       58.2151260    
   1212.13000       60.7510223    
   1312.13000       63.1734543    
   1412.13000       65.4971313    
   1512.13000       67.7338562    
   1612.13000       69.8931274    
   1712.13000       71.9827194    
   1812.13000       74.0092697    
   1912.13000       75.9783630    
   2012.13000       77.8948441    
   2112.13013       79.7628479    
   2212.13013       81.5858383    
   2312.13013       83.3672791    
   2412.13013       85.1097565    
   2512.13013       86.8159180    
   2612.13013       88.4878769    
   2712.13013       90.1278076    
   2812.13013       91.7373734    
   2912.13013       93.3184052    
   3012.13013       94.8721695    
   3112.13013       96.4002151    
   3212.13013       97.9039688    
   3312.13013       99.3842697    
   3412.13013       100.842392    
   3512.13013       102.279221    
   3612.13013       103.695786    
   3712.13013       105.092789    
   3812.13013       106.471222    
   3912.13013       107.831673    
   4012.13013       109.174942    
   4112.13037       110.501495    
   4212.13037       111.812218    
   4312.13037       113.107330    
   4412.13037       114.387619    
   4512.13037       115.653740    
   4612.13037       116.905823    
   4712.13037       118.144669    
   4812.13037       119.370224    
   4912.13037       120.583153    
   5012.13037       121.784233    
   5112.13037       122.973145    
   5212.13037       124.150665    
   5312.13037       125.316864    
   5412.13037       126.472427    
   5512.13037       127.617371    
   5612.13037       128.752090    
   5712.13037       129.876770    
   5812.13037       130.991653    
   5912.13037       132.097260    
   6012.13037       133.193649    
   6112.13037       134.280899    
   6212.13037       135.359299    
   6312.13037       136.429260    
   6412.13037       137.490631    
   6512.13037       138.544083    
   6612.13037       139.589462    
   6712.13037       140.626984    
   6812.13037       141.656891    
   6912.13037       142.679367    
   7012.13037       143.694565    
   7112.13037       144.702545    
   7212.13037       145.703598    
   7312.13037       146.697662    
   7412.13037       147.684967    
   7512.13037       148.665939    
   7612.13037       149.640289    
   7712.13037       150.608368    
   7812.13037       151.570312    
   7912.13037       152.526001    
   8012.13037       153.475830    
   8112.13037       154.420029    
   8212.13086       155.358231    
   8312.13086       156.290680    
   8412.13086       157.217636    
   8512.13086       158.139450    
   8612.13086       159.055542    
   8712.13086       159.966568    
   8812.13086       160.872513    
   8912.13086       161.773346    
   9012.13086       162.668793    
   9112.13086       163.559677    
   9212.13086       164.445831    
   9312.13086       165.327011    
   9412.13086       166.203781    
   9512.13086       167.075516    
   9612.13086       167.942932    
   9712.13086       168.805939    
   9812.13086       169.664703    
   9912.13086       170.518677    
   10012.1309       171.369049    
   10112.1309       172.214722    
   10212.1309       173.056381    
   10312.1309       173.893997    
   10412.1309       174.727539    
   10512.1309       175.557022    
